movieid,moviename,year,genres
1340,"Die Hard 2",1990,Action|Adventure|Thriller
1341,"Star Trek: The Motion Picture",1979,Adventure|Sci-Fi
1342,"Star Trek VI: The Undiscovered Country",1991,Action|Mystery|Sci-Fi
1343,"Star Trek V: The Final Frontier",1989,Action|Sci-Fi
1345,"Star Trek III: The Search for Spock",1984,Action|Adventure|Sci-Fi
1346,"Star Trek IV: The Voyage Home",1986,Adventure|Comedy|Sci-Fi
1347,"Batman Returns",1992,Action|Crime|Fantasy|Mystery|Romance|Thriller
1348,"Young Guns",1988,Action|Comedy|Western
1349,"Young Guns II",1990,Action|Western
1350,Grease,1978,Comedy|Musical|Romance
1351,"Grease 2",1982,Comedy|Musical|Romance
1352,"Marked for Death",1990,Action|Drama
1355,"Under Siege",1992,Action|Drama|Thriller
1358,"Jaws 2",1978,Action|Horror|Thriller
1359,"Jaws 3-D",1983,Action|Horror
1360,"My Fellow Americans",1996,Comedy
1361,"Mars Attacks!",1996,Action|Comedy|Sci-Fi
1362,"Citizen Ruth",1996,Comedy|Drama
1363,"Jerry Maguire",1996,Drama|Romance
1364,"Raising Arizona",1987,Comedy
1365,"Tin Men",1987,Comedy|Drama
1366,Sneakers,1992,Action|Crime|Drama|Sci-Fi
1368,"In Love and War",1996,Romance|War
1369,"Marvin's Room",1996,Drama
1371,"Ghosts of Mississippi",1996,Drama
1372,"Night Falls on Manhattan",1996,Crime|Drama
1373,"Beavis and Butt-Head Do America",1996,Adventure|Animation|Comedy|Crime
1375,Scream,1996,Comedy|Horror|Thriller
1379,Hamlet,1996,Crime|Drama|Romance
1380,"Some Mother's Son",1996,Drama
1382,Mother,1996,Comedy
1384,Evita,1996,Drama|Musical
1386,Walkabout,1971,Drama
1389,"Murder at 1600",1997,Crime|Drama|Mystery|Thriller
1392,"Fierce Creatures",1997,Comedy
1394,Turbulence,1997,Action|Thriller
1395,"Angel Baby",1995,Drama
1397,Underworld,1996,Comedy|Thriller
1398,"Beverly Hills Ninja",1997,Action|Comedy
1404,"Dante's Peak",1997,Action|Thriller
1406,"Amos & Andrew",1993,Comedy
1407,"Benny & Joon",1993,Comedy|Romance
1408,Prefontaine,1997,Drama
1411,"McHale's Navy",1997,Comedy|War
1413,Gridlock'd,1997,Crime
1415,"Waiting for Guffman",1996,Comedy
1421,"Fools Rush In",1997,Comedy|Drama|Romance
1423,"Absolute Power",1997,Mystery|Thriller
1425,"Vegas Vacation",1997,Comedy
1428,"Lost Highway",1997,Crime|Drama|Fantasy|Film-Noir|Mystery|Romance
1429,Rosewood,1997,Drama
1430,"Donnie Brasco",1997,Crime|Drama
1438,"Kama Sutra: A Tale of Love",1996,Romance
1439,"Private Parts",1997,Comedy|Drama
1440,"Love Jones",1997,Romance
1442,"Smilla's Sense of Snow",1997,Drama|Thriller
1444,Crash,1996,Drama|Thriller
1446,"Liar Liar",1997,Comedy
1448,Selena,1997,Drama|Musical
1450,"Cats Don't Dance",1997,Animation|Children|Musical
1454,"Anna Karenina",1997,Drama|Romance
1455,"Double Team",1997,Action
1456,"Inventing the Abbotts",1997,Drama|Romance
1457,Anaconda,1997,Action|Adventure|Thriller
1458,"Grosse Pointe Blank",1997,Comedy|Crime|Romance|Thriller
1460,Kissed,1996,Drama|Romance
1463,"Paradise Road",1997,Drama|War
1465,"All Over Me",1997,Drama
1468,"Romy and Michele's High School Reunion",1997,Comedy
1470,Volcano,1997,Action|Drama|Thriller
1472,"Austin Powers: International Man of Mystery",1997,Action|Adventure|Comedy
1474,"Broken English",1996,Drama
1480,"Fathers' Day",1997,Comedy
1483,Nowhere,1997,Comedy|Drama
1492,"Addicted to Love",1997,Comedy|Romance
1493,"Brassed Off",1996,Comedy|Drama|Romance
1496,Ponette,1996,Drama
1500,"Rough Magic",1995,Drama|Romance
1503,"Con Air",1997,Action|Adventure|Thriller
1507,"Speed 2: Cruise Control",1997,Action|Romance|Thriller
1512,"Batman & Robin",1997,Action|Adventure|Fantasy|Thriller
1518,"MURDER and murder",1996,Crime|Drama|Mystery
1519,"My Best Friend's Wedding",1997,Comedy|Romance
1520,"Tetsuo II: Body Hammer",1992,Sci-Fi
1523,Face/Off,1997,Action|Crime|Drama|Thriller
1535,"G.I. Jane",1997,Action|Drama
1536,"Conan the Barbarian",1982,Action|Adventure
1537,"George of the Jungle",1997,Children|Comedy
1538,"Cop Land",1997,Action|Crime|Drama|Thriller
1539,"Event Horizon",1997,Horror|Sci-Fi|Thriller
1540,Spawn,1997,Action|Adventure|Sci-Fi|Thriller
1542,"Picture Perfect",1997,Comedy|Romance
1543,"In the Company of Men",1997,Comedy|Drama
1544,"Free Willy 3: The Rescue",1997,Adventure|Children|Drama
1546,"Conspiracy Theory",1997,Drama|Mystery|Romance|Thriller
1548,Steel,1997,Action
1551,"Leave It to Beaver",1997,Comedy
1552,Mimic,1997,Horror|Sci-Fi|Thriller
1553,"Money Talks",1997,Action|Comedy
1554,"Excess Baggage",1997,Adventure|Romance
1555,"Kull the Conqueror",1997,Action|Adventure
1556,"Air Force One",1997,Action|Thriller
1559,"My Own Private Idaho",1991,Drama
1565,"L.A. Confidential",1997,Crime|Film-Noir|Mystery|Thriller
1566,"Seven Years in Tibet",1997,Drama|War
1567,"Kiss the Girls",1997,Crime|Drama|Mystery|Thriller
1573,"Fire Down Below",1997,Action|Drama|Thriller
1574,"U Turn",1997,Crime|Drama|Mystery
1580,"Ulee's Gold",1997,Drama
1583,"Chasing Amy",1997,Comedy|Drama|Romance
1588,"I Know What You Did Last Summer",1997,Horror|Mystery|Thriller
1593,"Fast, Cheap & Out of Control",1997,Documentary
1594,"Washington Square",1997,Drama
1597,Gattaca,1997,Drama|Sci-Fi|Thriller
1599,Phantoms,1998,Drama|Horror|Thriller
1600,"Swept from the Sea",1997,Drama|Romance
1604,"Eve's Bayou",1997,Drama
1607,Stripes,1981,Comedy|War
1614,"Welcome To Sarajevo",1997,Drama|War
1617,"Boogie Nights",1997,Drama
1618,Witness,1985,Drama|Romance|Thriller
1619,Incognito,1997,Crime|Thriller
1620,"Starship Troopers",1997,Action|Sci-Fi|War
1621,"Critical Care",1997,Comedy
1623,"Chairman of the Board",1998,Comedy
1624,"Sliding Doors",1998,Drama|Romance
1625,"Mortal Kombat: Annihilation",1997,Action|Adventure|Fantasy
1629,"I Love You, I Love You Not",1996,Drama|Romance
1630,"Red Corner",1997,Crime|Thriller
1634,"Alien: Resurrection",1997,Action|Horror|Sci-Fi
1636,Amistad,1997,Drama
1638,Artemisia,1997,Drama
1639,Bent,1997,Drama|War
1643,"Deconstructing Harry",1997,Comedy|Drama
1644,Flubber,1997,Children|Comedy|Fantasy
1646,"Good Will Hunting",1997,Drama|Romance
1649,"Home Alone 3",1997,Children|Comedy
1653,"Midnight in the Garden of Good and Evil",1997,Comedy|Crime|Drama|Mystery
1658,"Scream 2",1997,Comedy|Horror|Thriller
1662,Titanic,1997,Drama|Romance
1663,"Tomorrow Never Dies",1997,Action|Romance|Thriller
1670,"Jackie Brown",1997,Crime|Drama|Thriller
1671,Kundun,1997,Drama
1672,"Mr. Magoo",1997,Comedy
1674,Afterglow,1997,Drama|Romance
1676,"Great Expectations",1998,Drama|Romance
1682,Firestorm,1998,Action|Adventure|Thriller
1684,"Wag the Dog",1997,Comedy
1685,"Dark City",1998,Adventure|Fantasy|Film-Noir|Sci-Fi|Thriller
1688,"Hard Rain",1998,Action|Crime|Thriller
1689,"Half Baked",1998,Comedy
1690,Fallen,1998,Action|Mystery|Thriller
1691,"Shooting Fish",1997,Comedy|Romance
1695,"Spice World",1997,Comedy|Musical
1696,"Deep Rising",1998,Action|Horror|Sci-Fi
1699,"Music From Another Room",1998,Drama|Romance
1702,"B. Monkey",1998,Crime|Romance|Thriller
1704,"Blues Brothers 2000",1998,Action|Comedy|Musical
1709,Sphere,1998,Sci-Fi|Thriller
1713,Palmetto,1998,Crime|Drama|Mystery|Romance|Thriller
1715,"King of New York",1990,Action|Crime|Drama
1719,Twilight,1998,Crime|Drama|Thriller
1720,"U.S. Marshals",1998,Action|Crime|Thriller
1722,"Love and Death on Long Island",1997,Comedy|Drama
1725,Everest,1998,Documentary|IMAX
1727,"Suicide Kings",1997,Comedy|Crime|Drama|Mystery|Thriller
1730,"Wild Things",1998,Crime|Drama|Mystery|Thriller
1731,Paulie,1998,Adventure|Children|Comedy
1734,"Primary Colors",1998,Comedy|Drama
1736,"Wide Awake",1998,Children|Comedy|Drama
1739,"Two Girls and a Guy",1997,Comedy|Drama
1744,"Meet the Deedles",1998,Children|Comedy
1749,"Chinese Box",1997,Drama|Romance
1751,"Lost in Space",1998,Action|Adventure|Sci-Fi
1752,"Heaven's Burning",1997,Action|Drama
1753,"Mercury Rising",1998,Action|Drama|Thriller
1755,"City of Angels",1998,Drama|Fantasy|Romance
1758,"My Giant",1998,Comedy
1764,"Zero Effect",1998,Comedy|Mystery|Thriller
1765,"Nil By Mouth",1997,Drama
1773,"Krippendorf's Tribe",1998,Comedy
1774,"Kurt & Courtney",1998,Documentary
1780,"Species II",1998,Horror|Sci-Fi
1783,"Wild Man Blues",1997,Documentary
1791,"Still Breathing",1997,Comedy|Romance
1792,Clockwatchers,1997,Comedy
1793,"Deep Impact",1998,Drama|Sci-Fi|Thriller
1797,"Lawn Dogs",1997,Drama
1798,"Quest for Camelot",1998,Adventure|Animation|Children|Fantasy
1799,Godzilla,1998,Action|Sci-Fi|Thriller
1800,Bulworth,1998,Comedy|Drama|Romance
1804,"Almost Heroes",1998,Adventure|Comedy
1805,"Hope Floats",1998,Comedy|Drama|Romance
1806,Insomnia,1997,Crime|Mystery|Thriller
1811,"Six Days Seven Nights",1998,Adventure|Comedy|Romance
1812,"Can't Hardly Wait",1998,Comedy|Drama|Romance
1814,"High Art",1998,Drama|Romance
1819,"Dream for an Insomniac",1996,Drama|Romance
1821,"Henry Fool",1997,Comedy|Drama
1823,"Mr. Jealousy",1997,Comedy|Romance
1829,"Out of Sight",1998,Comedy|Crime|Drama|Romance|Thriller
1830,"Picnic at Hanging Rock",1975,Drama|Mystery
1831,"Smoke Signals",1998,Comedy|Drama
1835,"Lethal Weapon 4",1998,Action|Comedy|Crime|Thriller
1836,Madeline,1998,Children|Comedy
1837,"Small Soldiers",1998,Animation|Children|Fantasy|War
1840,"There's Something About Mary",1998,Comedy|Romance
1841,"Plan 9 from Outer Space",1959,Horror|Sci-Fi
1842,Wings,1927,Action|Drama|Romance|War
1844,"All Quiet on the Western Front",1930,Action|Drama|War
1845,Cimarron,1931,Drama|Western
1846,"Grand Hotel",1932,Drama
1847,Cavalcade,1933,Drama|Romance|War
1848,"Mutiny on the Bounty",1935,Adventure|Drama
1851,"You Can't Take It with You",1938,Comedy|Romance
1852,"How Green Was My Valley",1941,Drama|Musical|Romance
1853,"Mrs. Miniver",1942,Drama|War
1854,"Going My Way",1944,Comedy
1857,"Gentleman's Agreement",1947,Drama
1858,Hamlet,1948,Drama
1859,"All the King's Men",1949,Drama
1861,"From Here to Eternity",1953,Drama|Romance|War
1862,"On the Waterfront",1954,Crime|Drama
1863,Marty,1955,Drama|Romance
1864,"West Side Story",1961,Drama|Musical|Romance
1865,"Tom Jones",1963,Comedy
1867,"In the Heat of the Night",1967,Drama|Mystery
1868,Oliver!,1968,Drama|Musical
1869,"Midnight Cowboy",1969,Drama
1871,Rocky,1976,Action|Drama|Romance
1872,"Kramer Vs. Kramer",1979,Drama
1873,"Ordinary People",1980,Drama
1874,"Chariots of Fire",1981,Drama
1875,"Terms of Endearment",1983,Comedy|Drama
1876,"Out of Africa",1985,Drama|Romance
1878,"Rain Man",1988,Drama
1879,"Driving Miss Daisy",1989,Drama
1880,"Take the Money and Run",1969,Comedy|Crime
1881,Klute,1971,Drama|Mystery
1882,"Repo Man",1984,Comedy|Sci-Fi
1883,Metropolitan,1990,Comedy
1884,Labyrinth,1986,Adventure|Children|Fantasy
1890,"Freddy's Dead: The Final Nightmare",1991,Horror
1891,"Friday the 13th",1980,Horror
1892,"Friday the 13th Part 2",1981,Horror
1897,"Friday the 13th Part VII: The New Blood",1988,Horror
1898,"Friday the 13th Part VIII: Jason Takes Manhattan",1989,Horror
1899,Halloween,1978,Horror
1900,"Halloween II",1981,Horror
1901,"Halloween III: Season of the Witch",1982,Horror
1902,"Halloween 4: The Return of Michael Myers",1988,Horror
1904,"Prom Night",1980,Horror
1908,"Child's Play",1988,Horror|Thriller
1909,"Child's Play 2",1990,Horror|Thriller
1910,"Child's Play 3",1991,Comedy|Horror|Thriller
1911,Poltergeist,1982,Drama|Fantasy|Horror|Thriller
1912,"Poltergeist II: The Other Side",1986,Horror|Thriller
1913,"Poltergeist III",1988,Horror|Thriller
1915,"Exorcist II: The Heretic",1977,Horror
1917,"Lethal Weapon",1987,Action|Comedy|Crime|Drama
1918,"Lethal Weapon 2",1989,Action|Comedy|Crime|Drama
1919,"Lethal Weapon 3",1992,Action|Comedy|Crime|Drama
1920,Gremlins,1984,Comedy|Horror
1921,"Gremlins 2: The New Batch",1990,Comedy|Horror
1926,"Soylent Green",1973,Drama|Horror|Sci-Fi|Thriller
1927,Metropolis,1927,Drama|Romance|Sci-Fi|Thriller
1928,"Back to the Future Part II",1989,Action|Adventure|Comedy|Sci-Fi
1929,"Back to the Future Part III",1990,Comedy|Sci-Fi|Western
1937,"Dangerous Liaisons",1988,Drama|Romance
1938,Dune,1984,Adventure|Sci-Fi
1944,"Jane Austen's Mafia!",1998,Comedy|Crime
1945,"Saving Private Ryan",1998,Action|Drama|War
1953,"Blank Check",1994,Children|Comedy
1959,"D2: The Mighty Ducks",1994,Children|Comedy
1960,"Darby O'Gill and the Little People",1959,Adventure|Children|Fantasy
1963,"Flight of the Navigator",1986,Adventure|Children|Sci-Fi
1967,"Herbie Goes Bananas",1980,Adventure|Children|Comedy
1968,"Herbie Goes to Monte Carlo",1977,Adventure|Children|Comedy
1969,"Hocus Pocus",1993,Children|Comedy
1971,"Honey, I Shrunk the Kids",1989,Adventure|Children|Comedy|Fantasy|Sci-Fi
1977,BASEketball,1998,Comedy
1978,"Full Tilt Boogie",1997,Documentary
1981,"Roger & Me",1989,Comedy|Documentary
1983,"Out of the Past",1947,Film-Noir
1984,"Doctor Zhivago",1965,Drama|Romance|War
1987,"Tender Mercies",1983,Drama
1990,Fandango,1985,Comedy
1992,Mephisto,1981,Drama|War
1993,"Blue Velvet",1986,Drama|Mystery|Thriller
1997,"Lady and the Tramp",1955,Animation|Children|Comedy|Musical|Romance
2001,Newsies,1992,Children|Musical
2004,"Peter Pan",1953,Animation|Children|Fantasy|Musical
2005,Popeye,1980,Adventure|Comedy|Musical
2010,"Return to Oz",1985,Adventure|Children|Fantasy
2013,"Sleeping Beauty",1959,Animation|Children|Musical
2014,"Something Wicked This Way Comes",1983,Children|Fantasy|Horror|Mystery
2016,"Song of the South",1946,Adventure|Animation|Children|Musical
2017,Splash,1984,Comedy|Fantasy|Romance
2021,Tex,1982,Drama
2023,"Swing Kids",1993,Drama|War
2024,"Halloween H20: 20 Years Later",1998,Horror|Thriller
2025,"L.A. Story",1991,Comedy|Romance
2027,"Dead Men Don't Wear Plaid",1982,Comedy|Crime|Thriller
2029,"Grand Canyon",1991,Crime|Drama
2032,"Indiana Jones and the Temple of Doom",1984,Action|Adventure
2036,"Maximum Overdrive",1986,Horror
2037,"Needful Things",1993,Drama|Horror
2038,Cujo,1983,Horror|Thriller
2039,"Children of the Corn",1984,Horror|Thriller
2040,"All Dogs Go to Heaven",1989,Animation|Children
2043,"Snake Eyes",1998,Action|Crime|Mystery|Thriller
2044,"First Love, Last Rites",1997,Drama|Romance
2045,"Safe Men",1998,Comedy
2049,"Who's Afraid of Virginia Woolf?",1966,Drama
2050,"Adventures in Babysitting",1987,Adventure|Comedy
2051,"Weird Science",1985,Comedy|Fantasy|Sci-Fi
2052,"Doctor Dolittle",1967,Adventure|Musical
2054,"Charlotte's Web",1973,Animation|Children
2055,"Watership Down",1978,Adventure|Animation|Children|Drama|Fantasy
2061,"Sixteen Candles",1984,Comedy
2062,"Pretty in Pink",1986,Comedy|Drama|Romance
2063,"St. Elmo's Fire",1985,Drama|Romance
2066,"House II: The Second Story",1987,Comedy|Horror
2069,"Air Bud: Golden Receiver",1998,Children|Comedy
2071,"How Stella Got Her Groove Back",1998,Drama|Romance
2076,"Henry: Portrait of a Serial Killer",1986,Crime|Horror|Thriller
2077,"Rosemary's Baby",1968,Drama|Horror|Thriller
2081,"Surf Nazis Must Die",1987,Drama
2083,"Return to Paradise",1998,Drama|Romance
2084,Blade,1998,Action|Horror|Thriller
2087,"Wrongfully Accused",1998,Action|Comedy
2088,"Next Stop Wonderland",1998,Comedy|Drama|Romance
2093,Rope,1948,Crime|Drama|Thriller
2094,"Family Plot",1976,Comedy|Thriller
2095,Frenzy,1972,Thriller
2096,Topaz,1969,Thriller
2097,"Torn Curtain",1966,Thriller
2098,Marnie,1964,Drama|Mystery|Romance|Thriller
2102,"I Confess",1953,Thriller
2103,"Strangers on a Train",1951,Crime|Drama|Film-Noir|Thriller
2104,"Stage Fright",1950,Mystery|Thriller
2106,"I Married A Strange Person!",1997,Animation|Comedy|Fantasy|Sci-Fi
2110,Willow,1988,Action|Adventure|Fantasy
2113,"Knock Off",1998,Action
2117,"Under Capricorn",1949,Drama
2119,Lifeboat,1944,Drama|War
2120,"Shadow of a Doubt",1943,Film-Noir|Thriller
2121,Saboteur,1942,Thriller
2122,"Mr. & Mrs. Smith",1941,Comedy|Romance
2123,Suspicion,1941,Film-Noir|Mystery|Thriller
2126,"Young and Innocent",1937,Crime|Thriller
2127,Sabotage,1936,Thriller
2128,"Secret Agent",1936,Thriller
2148,Rounders,1998,Drama
2149,Cube,1997,Horror|Mystery|Sci-Fi|Thriller
2153,"Simon Birch",1998,Drama
2154,"Without Limits",1998,Drama
2158,Class,1983,Comedy
2160,"Broadcast News",1987,Comedy|Drama|Romance
2162,"Working Girl",1988,Comedy|Drama|Romance
2164,"Married to the Mob",1988,Comedy
2165,"Say Anything...",1989,Comedy|Drama|Romance
2170,Toys,1992,Action|Comedy|Fantasy
2174,"No Small Affair",1984,Comedy|Romance
2176,"Blame It on Rio",1984,Comedy|Romance
2178,"One Crazy Summer",1986,Comedy
2179,"About Last Night...",1986,Comedy|Drama|Romance
2181,"We're No Angels",1989,Comedy|Crime
2182,"Nothing But Trouble",1991,Adventure|Comedy
2186,"Indecent Proposal",1993,Drama|Romance
2188,"Permanent Midnight",1998,Drama
2190,"Rush Hour",1998,Action|Comedy|Crime|Thriller
2192,"Six-String Samurai",1998,Action|Adventure|Sci-Fi
2195,Ronin,1998,Action|Crime|Thriller
2196,"Urban Legend",1998,Horror|Thriller
2197,"Clay Pigeons",1998,Crime
2199,Pecker,1998,Comedy|Drama
2201,"Bandit Queen",1994,Drama
2202,If....,1968,Drama
2204,Them!,1954,Sci-Fi|Thriller
2207,"Stardust Memories",1980,Comedy|Drama
2208,"Edward Scissorhands",1990,Comedy|Drama|Fantasy|Romance
2211,Antz,1998,Adventure|Animation|Children|Comedy|Fantasy
2214,"What Dreams May Come",1998,Adventure|Drama|Fantasy|Romance
2218,"History of the World: Part I",1981,Comedy|Musical
2219,"My Cousin Vinny",1992,Comedy
2220,Nashville,1975,Drama|Musical
2225,"Detroit 9000",1973,Action|Crime
2229,"Children of a Lesser God",1986,Drama
2231,Beloved,1998,Drama
2233,"Practical Magic",1998,Drama|Fantasy|Mystery|Romance
2237,"Apt Pupil",1998,Drama|Thriller
2238,Pleasantville,1998,Comedy|Drama|Fantasy
2242,Orgazmo,1997,Comedy
2245,Vampires,1998,Horror|Western
2246,"American History X",1998,Crime|Drama
2248,"Living Out Loud",1998,Comedy|Drama|Romance
2250,"Gods and Monsters",1998,Drama
2253,Elizabeth,1998,Drama
2254,"Velvet Goldmine",1998,Drama
2255,"I Still Know What You Did Last Summer",1998,Horror|Mystery|Thriller
2257,"Meet Joe Black",1998,Romance
2259,"Hard Core Logo",1996,Comedy|Drama
2261,"Runaway Train",1985,Action|Adventure|Drama|Thriller
2262,"Desert Bloom",1986,Drama
2265,"Sid and Nancy",1986,Drama
2266,"Mona Lisa",1986,Comedy|Thriller
2270,"Enemy of the State",1998,Action|Thriller
2273,Celebrity,1998,Comedy
2275,Savior,1998,Drama|War
2278,"Pink Flamingos",1972,Comedy
2279,"Glen or Glenda",1953,Drama
2283,"King Kong",1933,Action|Adventure|Horror
2284,"King Kong",1976,Action|Adventure|Horror
2285,"King Kong Lives",1986,Adventure|Sci-Fi
2286,"Desperately Seeking Susan",1985,Comedy|Drama|Romance
2288,Fletch,1985,Comedy|Crime|Mystery
2290,"Red Sonja",1985,Action|Adventure|Fantasy
2294,Lifeforce,1985,Horror|Sci-Fi
2295,"Police Academy",1984,Comedy|Crime
2296,"Police Academy 2: Their First Assignment",1985,Comedy
2297,"Police Academy 3: Back in Training",1986,Comedy
2298,"Police Academy 4: Citizens on Patrol",1987,Comedy
2299,"Police Academy 5: Assignment: Miami Beach",1988,Comedy
2300,"Police Academy 6: City Under Siege",1989,Comedy
2301,"Babe: Pig in the City",1998,Children|Comedy
2304,"Very Bad Things",1998,Comedy|Crime
2307,"Little Voice",1998,Comedy
2309,"Jack Frost",1998,Comedy|Drama
2310,"Star Trek: Insurrection",1998,Action|Drama|Romance|Sci-Fi
2312,Rushmore,1998,Comedy|Drama
2313,"Shakespeare in Love",1998,Comedy|Drama|Romance
2315,"Miracle on 34th Street",1947,Comedy|Drama
2318,"Pale Rider",1985,Western
2319,"Rambo: First Blood Part II",1985,Action|War
2321,"Rambo III",1988,Action|Adventure|War
2323,"Romancing the Stone",1984,Action|Adventure|Comedy|Romance
2324,Cocoon,1985,Comedy|Sci-Fi
2325,"Cocoon: The Return",1988,Comedy|Sci-Fi
2326,"Rocky II",1979,Action|Drama
2327,"Rocky III",1982,Action|Drama
2328,"Rocky IV",1985,Action|Drama
2329,"Rocky V",1990,Action|Drama
2330,Clue,1985,Comedy|Mystery
2331,"Young Sherlock Holmes",1985,Action|Adventure|Mystery
2333,"Back to School",1986,Comedy
2334,Heartburn,1986,Comedy|Drama
2336,Extremities,1986,Drama|Thriller
2341,"You've Got Mail",1998,Comedy|Romance
2346,"Mighty Joe Young",1998,Action|Adventure|Drama|Fantasy|Thriller
2347,"Mighty Joe Young",1949,Adventure|Children|Drama
2348,"Patch Adams",1998,Comedy|Drama
2349,Stepmom,1998,Drama
2352,Hurlyburly,1998,Drama
2353,"Tea with Mussolini",1999,Comedy|Drama|War
2354,Wilde,1997,Drama
2356,Affliction,1997,Drama
2357,"Another Day in Paradise",1998,Drama
2359,"Hilary and Jackie",1998,Drama
2360,"Playing by Heart",1998,Drama|Romance
2361,"24 7: Twenty Four Seven",1997,Comedy|Drama
2362,"At First Sight",1999,Drama
2363,"In Dreams",1999,Horror|Thriller
2364,"Varsity Blues",1999,Comedy|Drama
2365,Virus,1999,Horror|Sci-Fi
2367,"Howard the Duck",1986,Adventure|Comedy|Sci-Fi
2374,"Running Scared",1986,Action|Comedy
2375,"Armed and Dangerous",1986,Comedy|Crime
2378,"Leatherface: Texas Chainsaw Massacre III",1990,Comedy|Horror|Thriller
