movieid,actorid,actor_movie_rank
1024,3838451,2
1024,2036820,3
1024,2532241,4
1025,778422,1
1025,3544742,2
1025,2836344,3
1025,2962711,4
1026,1014988,1
1026,3376252,2
1026,3426176,3
1026,10150,4
1028,3783627,1
1028,2417583,2
1028,1444460,3
1028,752486,4
1031,2580189,1
1031,1389457,2
1031,89729,3
1031,70436,4
1032,3178827,1
1032,242983,2
1032,316365,3
1032,618947,4
1034,3169560,1
1034,1780659,2
1034,2524001,3
1034,2319645,4
1035,180493,1
1035,239672,2
1035,268828,3
1035,322233,4
1037,638822,1
1037,3920933,2
1037,495690,3
1037,3036176,4
1038,1670760,1
1038,2639982,2
1038,3029650,3
1038,2581737,4
1041,696069,1
1041,2369664,2
1041,1347304,3
1041,2358116,4
1042,116733,1
1042,488684,2
1042,542238,3
1042,651789,4
1047,99281,1
1047,3628194,2
1047,1018630,3
1047,228058,4
1049,2525841,1
1049,1554302,2
1049,1988045,3
1049,3026873,4
1050,1829680,1
1050,3828621,2
1050,3711759,3
1050,1242527,4
1053,2465104,1
1053,33199,2
1053,1716442,3
1053,1198409,4
1057,46098,1
1057,3258072,2
1057,1568550,3
1057,2557847,4
1063,166843,1
1063,2898110,2
1063,1817789,3
1063,906691,4
1065,1537592,1
1065,3194046,2
1065,494648,3
1065,2472273,4
1067,3034747,1
1067,2228802,2
1067,1707502,3
1067,3607408,4
1068,1167048,1
1068,1968161,2
1068,1398215,3
1068,1771261,4
1069,189892,1
1069,523435,1
1069,506840,2
1069,2454190,2
1069,1856327,3
1069,584262,4
1070,1477090,1
1070,2112993,2
1070,3763300,3
1070,1202334,4
1071,606633,1
1071,3767161,2
1071,633897,3
1071,3829648,4
1074,1724647,1
1074,1313494,2
1074,128645,3
1074,86381,4
1075,3769726,1
1075,1208483,2
1075,1395123,3
1075,3182381,4
1076,3884336,1
1076,2276628,2
1076,477465,3
1076,1395019,4
1079,488824,1
1079,3202684,2
1079,631042,3
1079,1853434,4
1080,488824,1
1080,3377444,2
1080,1190192,3
1080,642688,4
1082,546933,1
1082,3926960,2
1082,1546605,3
1082,116582,4
1102,3087282,1
1102,734360,2
1102,2959130,3
1102,1494829,4
1104,2760694,1
1104,1469583,2
1104,3359522,3
1104,1459482,4
1107,1983799,1
1107,2354013,2
1107,245880,3
1107,1811872,4
1109,1568901,1
1109,565494,2
1109,106494,3
1109,2866538,4
1111,3893949,1
1111,172092,2
1111,3317006,3
1111,1830218,4
1113,3076128,1
1113,2706128,2
1113,98791,3
1113,2436236,4
1114,390556,1
1114,428509,2
1114,1050317,3
1114,822812,4
1118,3194543,1
1118,2090292,2
1118,2398411,3
1118,2876973,4
1125,41051,1
1125,738157,2
1125,1195596,3
1125,289105,4
1131,1684364,1
1131,3828621,2
1131,3121245,3
1131,1059693,4
1145,1198397,1
1145,3396687,2
1145,3553708,3
1145,455350,4
1146,3084103,1
1146,1749782,2
1146,782040,3
1146,1814919,4
1149,1929540,1
1149,673308,2
1149,1915960,3
1149,2487168,4
1153,183368,1
1153,1804920,2
1153,2889350,3
1153,613354,4
1156,606556,1
1156,1507153,2
1156,1517170,3
1156,1395540,4
1158,724773,1
1158,2815843,2
1158,3441973,3
1158,1171264,4
1161,2354,1
1161,208633,2
1161,377517,3
1161,215364,4
1163,2164831,1
1163,3321940,2
1163,778422,3
1163,3663483,4
1164,3375860,1
1164,2642640,2
1164,2631733,3
1164,1404032,4
1165,1519420,1
1165,3432479,2
1165,1038329,3
1165,3811989,4
1168,3326099,1
1168,2863010,2
1168,3068588,3
1168,335409,4
1169,2509077,1
1169,412824,3
1169,463334,4
1170,198317,1
1170,280531,2
1170,283697,3
1170,286599,4
1172,919709,1
1172,737113,2
1172,2951995,3
1172,2469326,4
1178,863645,1
1178,1487677,2
1178,878356,3
1178,291396,4
1179,132013,1
1179,712104,2
1179,433179,3
1179,1438642,4
1180,1687793,1
1180,892281,2
1180,1856144,3
1180,953336,4
1182,1764842,1
1182,1507797,2
1182,1720114,3
1182,3445720,4
1183,266432,1
1183,2090292,2
1183,631042,3
1183,739459,4
1185,919709,1
1185,737113,2
1185,2951995,3
1185,2469326,4
1188,542238,1
1188,1342347,2
1188,1782319,3
1188,2700081,4
1192,1626466,1
1192,2266262,2
1192,1650381,3
1192,1989882,4
1194,1777583,1
1194,3403858,2
1194,800708,3
1194,3274046,4
1197,1558542,1
1197,128639,2
1197,504044,3
1197,668613,4
1199,1073531,1
1199,265513,2
1199,2093149,3
1199,1281461,4
1200,6699,1
1200,1034770,2
1200,2665557,3
1200,605121,4
1202,542238,1
1202,2498223,2
1202,3377823,3
1202,1782319,4
1203,542238,1
1203,3432422,2
1203,1782319,3
1203,2389765,4
1204,46098,1
1204,3190729,2
1204,1932833,3
1204,3178827,4
1206,2972577,1
1206,1162223,2
1206,2155865,3
1206,880120,4
1209,3021954,1
1209,467026,2
1209,3548236,3
1209,498826,4
1210,3707064,1
1210,601519,2
1210,3463426,3
1210,1393033,4
1212,1272415,1
1212,1917745,2
1212,1392994,3
1212,1292814,4
1215,1474556,1
1215,190602,2
1215,3311493,3
1215,2487168,4
1217,46098,1
1217,3190729,2
1217,1610811,3
1217,3084103,4
1218,322458,1
1218,3064225,2
1218,2331674,3
1218,1817190,4
1219,2474536,1
1219,1316664,2
1219,952910,3
1219,392271,4
1221,982803,1
1221,3274046,2
1221,2444147,3
1221,333592,4
1225,1654035,1
1225,2898110,2
1225,1042302,3
1225,1360518,4
1228,1827778,1
1228,1684243,2
1228,2138934,3
1229,1451694,1
1229,1451755,2
1229,1451761,3
1229,1451719,4
1230,498837,1
1230,2197622,2
1230,2838739,3
1230,2131300,4
1232,2452738,1
1232,1795710,2
1232,699739,4
1237,2943734,1
1237,69281,2
1237,234962,3
1237,3315274,4
1238,1611742,1
1238,3321940,2
1238,655299,3
1238,2294338,4
1239,637425,1
1239,906691,2
1239,755967,3
1239,939952,4
1241,2131839,1
1241,3637552,2
1241,1953632,3
1241,1758556,4
1242,862935,1
1242,3252274,2
1242,1456129,3
1242,360359,4
1243,745634,1
1243,1348940,2
1243,3811053,3
1243,832211,4
1244,2643714,1
1244,3360720,2
1244,3520177,3
1244,3793511,4
1245,2058827,1
1245,1409563,2
1245,2526058,3
1245,2209593,4
1246,2409161,1
1246,1378502,2
1246,183867,3
1246,2703542,4
1247,1067571,1
1247,2026992,2
1247,3228310,3
1247,805572,4
1248,1269964,1
1248,3070408,2
1248,287549,3
1248,451724,4
1249,1649115,1
1249,1174510,2
1249,343622,3
1249,75647,4
1250,565494,1
1250,2710439,2
1250,1776928,3
1250,2436598,4
1251,2465104,1
1251,260226,2
1251,699880,3
1251,3174808,4
1252,3641958,1
1252,3651189,2
1252,2933797,3
1252,2057830,4
1255,2200915,1
1255,2257335,2
1256,458838,1
1256,1554056,2
1256,276228,3
1256,3171461,4
1259,1891780,1
1259,3700106,2
1259,1813146,3
1259,3930993,4
1260,982803,1
1260,953336,2
1260,3063919,3
1260,259187,4
1261,1896500,1
1261,3770401,2
1261,597567,3
1261,3055954,4
1263,2201306,1
1263,3360720,2
1263,3811053,3
1263,2090503,4
1264,737113,1
1264,451724,2
1264,655378,3
1264,2886464,4
1265,2069407,1
1265,3324109,2
1265,606630,3
1265,2424309,4
1266,1197903,1
1266,2661926,2
1266,745189,3
1266,818274,4
1269,1190192,1
1269,1087031,2
1269,3398305,3
1269,100917,4
1273,1798351,1
1273,2966947,2
1273,1656833,3
1273,2194381,4
1274,470697,1
1274,3325762,2
1274,3102482,3
1274,1342347,4
1276,1649115,1
1276,1888584,2
1276,3637964,3
1276,1444463,4
1277,2180579,1
1277,198155,2
1277,2461117,3
1277,2199683,4
1279,490844,1
1279,3650577,2
1279,2951995,3
1279,1199618,4
1283,1003185,1
1283,2181536,2
1283,2827937,3
1283,1588324,4
1295,1932833,1
1295,3066893,2
1295,1127223,3
1295,2788271,4
1303,3359522,1
1303,1014988,2
1303,168898,3
1303,3783190,4
1311,1152461,1
1311,431012,2
1311,3100734,3
1311,2273167,4
1313,3326418,1
1313,2295099,2
1313,193280,3
1313,3275979,4
1314,542238,1
1314,1666874,2
1314,3253056,3
1314,3283242,4
1315,1764842,1
1315,1554302,2
1315,2661957,3
1315,3353050,4
1316,3746196,1
1316,3260461,2
1316,3133315,3
1316,1158047,4
1317,3208889,1
1317,1485984,2
1317,959400,3
1317,3489018,4
1323,584294,1
1323,2898110,2
1323,2123722,3
1323,711676,4
1325,3892747,1
1325,2127822,2
1325,2754839,3
1325,146800,4
1327,2196606,1
1327,747003,2
1327,2170568,3
1327,315682,4
1328,1982158,1
1328,264851,2
1328,3818335,3
1328,957615,4
1329,2284269,1
1329,2520743,2
1329,2417332,3
1329,1924551,4
1330,2055016,1
1330,2119945,2
1330,944360,3
1330,3919021,4
1332,284565,1
1332,2843787,2
1332,2496536,3
1332,427442,4
1335,193891,1
1335,1939431,2
1335,2602946,3
1335,3013212,4
1337,2792692,1
1337,515252,2
1337,3610310,3
1337,3556171,4
1340,2476829,1
1340,2650662,2
1340,100917,3
1340,2373762,4
1341,2087298,1
1341,1660944,2
1341,1168848,3
1341,601867,4
1342,2087298,1
1342,1660944,2
1342,1168848,3
1342,601867,4
1343,2087298,1
1343,1660944,2
1343,1168848,3
1343,601867,4
1345,2087298,1
1345,1660944,2
1345,1168848,3
1345,601867,4
1346,2087298,1
1346,1660944,2
1346,1168848,3
1346,601867,4
1347,1164513,1
1347,571873,2
1347,3544742,3
1347,2411110,4
1348,674854,1
1348,2223897,2
1348,1794478,3
1348,2090271,4
1349,674854,1
1349,2223897,2
1349,1794478,3
1349,2131839,4
1350,2312401,1
1350,3467305,2
1350,2769513,3
1350,449153,4
1351,374560,1
1351,3544742,2
1351,3311673,3
1351,3801300,4
1352,2062006,1
1352,2414437,2
1352,523435,3
1352,2504030,4
1355,2062006,1
1355,389863,2
1355,679600,3
1355,1495957,4
1358,2039161,1
1358,2992482,2
1358,920657,3
1358,1453243,4
1359,1853425,1
1359,2605561,2
1359,1389068,3
1359,854439,4
1360,1313494,1
1360,793369,2
1360,110606,3
1360,959400,4
1361,1654035,1
1361,2792692,2
1361,2657985,3
1361,285029,4
1362,2867197,1
1362,3238757,2
1362,2142851,3
1362,3554679,4
1363,488824,1
1363,848349,2
1363,3950799,3
1363,3568607,4
1364,328662,1
1364,3121684,2
1364,2482402,3
1364,848753,4
1365,613386,1
1365,571873,2
1365,3091118,3
1365,1403899,4
1366,1436637,1
1366,981091,2
1366,1888584,3
1366,1815639,4
1368,1682598,1
1368,99453,1
1368,3759212,2
1368,2724050,3
1368,185161,4
1369,3769726,1
1369,579260,2
1369,3190729,3
1369,542238,4
1371,128645,1
1371,2498223,2
1371,3326418,3
1371,3014781,4
1372,785961,1
1372,1008198,2
1372,783171,3
1372,3495262,4
1373,1128835,1
1373,2476829,2
1373,3425734,3
1373,3265318,4
1375,2976087,1
1375,1324777,2
1375,2607407,3
1375,1921387,4
1379,2583246,1
1379,2652535,2
1379,3482006,3
1379,2239794,4
1380,3411588,1
1380,2954071,2
1380,822064,3
1380,1683913,4
1382,540239,1
1382,3860698,2
1382,3309091,3
1382,67603,4
1384,3326099,1
1384,133985,2
1384,1843550,3
1384,1625665,4
1386,2567940,1
1386,1946994,2
1386,893545,3
1386,1509344,4
1389,2149503,1
1389,3251912,2
1389,188832,3
1389,1539205,4
1392,428509,1
1392,2827790,2
1392,1208483,3
1394,1342347,1
1394,3105501,2
1394,830670,3
1394,653829,4
1395,1381503,1
1395,3380408,2
1395,760264,3
1395,2978402,4
1397,1297720,1
1397,1422874,2
1397,3688385,3
1397,215010,4
1398,691328,1
1398,3708364,2
1398,2102558,3
1398,1745367,4
1404,285029,1
1404,3058426,2
1404,3733012,3
1404,733468,4
1406,1072668,1
1406,1318812,2
1406,2798276,3
1406,328662,4
1407,565786,1
1407,3360720,2
1407,1856129,3
1407,3426176,4
1408,1321092,1
1408,668613,2
1408,1685986,3
1408,1525533,4
1411,89972,1
1411,2199683,2
1411,3396371,3
1411,876500,4
1413,2082073,1
1413,1968161,2
1413,3467287,3
1413,725993,4
1415,3806636,1
1415,996248,2
1415,2476449,3
1415,1540821,4
1421,1780703,1
1421,3076964,2
1421,2265459,3
1421,902316,4
1423,637425,1
1423,906691,2
1423,938435,3
1423,3292476,4
1425,393735,1
1425,2830385,2
1425,1853434,3
1425,659533,4
1428,1846897,1
1428,2607410,2
1428,1961362,3
1428,665506,4
1429,2396369,1
1429,1907368,2
1429,396877,3
1429,1488624,4
1430,1724647,1
1430,565786,2
1430,1398215,3
1430,1199618,4
1438,3856890,1
1438,2781327,2
1438,2288746,3
1438,68164,4
1439,2192072,1
1439,3580596,2
1439,3373644,3
1439,1669771,4
1440,2254125,1
1440,3301462,2
1440,2427896,3
1440,2753533,4
1442,2955326,1
1442,3501181,2
1442,3497042,3
1442,712419,4
1444,2164831,1
1444,3121684,2
1444,1229838,3
1444,3842202,4
1446,358175,1
1446,3814564,2
1446,459187,3
1446,658918,4
1448,3303116,1
1448,3041536,2
1448,3344898,3
1448,3392462,4
1450,126839,1
1450,3046994,2
1450,2797223,3
1450,3532422,4
1454,3341522,1
1454,165479,2
1454,1562843,3
1454,3210369,4
1455,2354209,1
1455,1941809,2
1455,1969932,3
1455,756007,4
1456,1795681,1
1456,488684,2
1456,1757016,3
1456,2626212,4
1457,3303116,1
1457,1049512,2
1457,2396369,3
1457,2201306,4
1458,498837,1
1458,2893082,2
1458,86381,3
1458,110606,4
1460,3520218,1
1460,1719321,2
1460,270379,3
1460,3433227,4
1463,2792692,1
1463,3375959,2
1463,2799818,3
1463,2679452,4
1465,2958836,1
1465,3773579,2
1465,951580,3
1465,490650,4
1468,3744158,1
1468,3235344,2
1468,2991322,3
1468,494272,4
1470,1121265,1
1470,3079941,2
1470,3102482,3
1470,396877,4
1472,1617740,1
1472,3122480,2
1472,2522304,3
1472,3628502,4
1474,2073569,1
1474,3878193,2
1474,80029,3
1474,491235,4
1480,2474536,1
1480,490844,2
1480,3306189,3
1480,3208889,4
1483,630877,1
1483,3831058,2
1483,203039,3
1483,3360854,4
1492,3650577,1
1492,281291,2
1492,3568607,3
1492,1154477,4
1493,1826685,1
1493,2953163,2
1493,1490600,3
1493,2300021,4
1496,3807994,1
1496,3680472,2
1496,373888,3
1496,3698465,4
1500,2959123,1
1500,487944,2
1500,280177,3
1500,1559339,4
1503,1504326,1
1503,2476347,2
1503,406221,3
1503,2020135,4
1507,2724050,1
1507,1754613,2
1507,506840,3
1507,1590325,4
1512,2055016,1
1512,431226,2
1512,1682598,3
1512,3813562,4
1518,3394871,1
1518,2766503,2
1518,3193416,3
1518,3808865,4
1519,3619702,1
1519,1605054,2
1519,2873867,3
1519,680245,4
1520,2240621,1
1520,2323686,2
1520,3178514,3
1520,1192543,4
1523,2312401,1
1523,328662,2
1523,2579770,3
1523,1662985,4
1535,3425734,1
1535,1591436,2
1535,2630681,3
1535,172758,4
1536,2055016,1
1536,1117875,2
1536,2399711,3
1536,2662786,4
1537,752528,1
1537,3338333,2
1537,416857,3
1537,1969807,4
1538,2177848,1
1538,1167048,2
1538,1342347,3
1538,542238,4
1539,720541,1
1539,1640610,2
1539,3579352,3
1539,3610310,4
1540,2456781,1
1540,1309137,2
1540,2090292,3
1540,3589172,4
1542,2595895,1
1542,1561141,2
1542,116733,3
1542,2897144,4
1543,639698,1
1543,2909521,2
1543,1412472,3
1543,1443516,4
1544,1915308,1
1544,2039525,2
1544,2809476,3
1544,198236,4
1546,817635,1
1546,3619702,2
1546,2196606,3
1546,477507,4
1548,1685533,1
1548,3009239,2
1548,1642580,3
1548,1969807,4
1551,1484424,1
1551,3836438,2
1551,717398,3
1551,2398398,4
1552,3744158,1
1552,1670448,2
1552,849385,3
1552,815482,4
1553,2325027,1
1553,2090271,2
1553,3298338,3
1553,3460495,4
1554,3718668,1
1554,554879,2
1554,2411110,3
1554,2280824,4
1555,2159545,1
1555,2752192,2
1555,878076,3
1555,1344418,4
1556,737113,1
1556,1698048,2
1556,2792692,3
1556,2819679,4
1559,1795710,1
1559,1892087,2
1559,1984702,3
1559,1914592,4
1565,2164669,1
1565,487944,2
1565,1763124,3
1565,485305,4
1566,1808442,1
1566,2273306,2
1566,2493371,3
1566,1408053,4
1567,755967,1
1567,3169560,2
1567,658918,3
1567,1474556,4
1573,2062006,1
1573,3082961,2
1573,1276009,3
1573,1037297,4
1574,1771377,1
1574,2284269,2
1574,187056,3
1574,1985990,4
1580,734371,1
1580,3610504,2
1580,2898680,3
1580,2496575,4
1583,2221998,1
1583,17838,2
1583,1593710,3
1583,1303401,4
1588,3092531,1
1588,2997171,2
1588,1793283,3
1588,1839848,4
1593,1014494,1
1593,1515576,2
1593,1515217,3
1593,284398,4
1594,3274062,1
1594,718017,2
1594,3734298,3
1594,390181,4
1597,952910,1
1597,3813562,2
1597,2383079,3
1597,193280,4
1599,1687793,1
1599,3377972,2
1599,3014035,3
1599,2049627,4
1600,3898471,1
1600,1776928,2
1600,1493948,3
1600,2643714,4
1604,3736465,1
1604,3907210,2
1604,3019879,2
1604,1072668,3
1604,3431169,3
1607,1611742,1
1607,1870846,2
1607,1688417,3
1607,3740282,4
1614,583717,1
1614,936871,2
1614,3820374,3
1614,3482890,4
1617,900143,1
1617,1905837,2
1617,3426176,3
1617,303625,4
1618,737113,1
1618,3377444,2
1618,2157129,3
1618,905104,4
1619,1754613,1
1619,3140053,2
1619,1351694,3
1619,1913660,4
1620,2356451,1
1620,3397626,2
1620,3609575,3
1620,316653,4
1621,2164831,1
1621,3692092,2
1621,3411588,3
1621,2630681,4
1623,2282286,1
1623,3812476,2
1623,1540821,3
1623,3898868,4
1624,3513972,1
1624,926643,2
1624,1381503,3
1624,3829648,4
1625,2102558,1
1625,3744787,2
1625,1898484,3
1625,3091816,4
1629,3429350,1
1629,2836344,2
1629,1290791,3
1629,2355195,4
1630,809646,1
1630,3291911,2
1630,2458755,3
1630,1419610,4
1634,3894592,1
1634,3651189,2
1634,1804920,3
1634,1778373,4
1636,755967,1
1636,954110,2
1636,1014988,3
1636,1021526,4
1638,2075598,1
1638,2764995,2
1638,1421523,3
1638,2546615,4
1639,1076767,1
1639,1720534,2
1639,2436048,3
1639,470559,4
1643,2844280,1
1643,3306189,2
1643,3639449,3
1643,753463,4
1644,2474536,1
1644,3064225,2
1644,1484424,3
1644,1323887,4
1646,512455,1
1646,2474536,2
1646,17838,3
1646,2127822,4
1649,1342094,1
1649,1242932,2
1649,3203246,3
1649,2398411,4
1653,498837,1
1653,2164669,2
1653,2280824,3
1653,3055304,4
1658,3551754,1
1658,665574,2
1658,3526122,3
1658,3684995,4
1662,579260,1
1662,3920933,2
1662,2534899,3
1662,2643714,4
1663,285029,1
1663,1843550,2
1663,3939050,3
1663,3073764,4
1670,3035209,1
1670,1072668,2
1670,740140,3
1670,2959123,4
1671,2286318,1
1671,2269104,2
1671,2265696,3
1671,1728121,4
1672,1656833,1
1672,3316518,2
1672,1166135,3
1672,406221,4
1674,1666874,1
1674,2782846,2
1674,2699473,3
1674,1540498,4
1676,952910,1
1676,3513972,2
1676,111588,3
1676,458558,4
1682,1356497,1
1682,831209,2
1682,740384,3
1682,2587035,4
1684,1001713,1
1684,542238,2
1684,3079941,3
1684,1297720,4
1685,2078097,1
1685,1040887,2
1685,2223897,3
1685,2802968,4
1688,755967,1
1688,2131839,2
1688,1853434,3
1688,2893082,4
1689,391233,1
1689,634663,2
1689,274330,3
1689,2471462,4
1690,2427794,1
1690,848753,2
1690,2223796,3
1690,2842409,4
1691,2807235,1
1691,392461,2
1691,2810918,3
1691,64030,4
1695,2715870,1
1695,2724680,2
1695,2733700,3
1695,3110596,4
1696,2475553,1
1696,3146358,2
1696,958795,3
1696,1681884,4
1699,1290791,1
1699,3815452,2
1699,3418106,3
1699,3555929,4
1702,2603755,1
1702,938845,2
1702,680245,3
1702,1908517,4
1704,1323894,1
1704,110606,2
1704,530621,3
1704,1722283,4
1709,1001713,1
1709,3767161,2
1709,1072668,3
1709,477465,4
1713,936871,1
1713,3713761,2
1713,3000532,3
1713,1015630,4
1715,2411110,1
1715,363270,2
1715,720541,3
1715,84720,4
1719,1649115,1
1719,3670798,2
1719,906691,3
1719,3922726,4
1720,1121265,1
1720,2149503,2
1720,608635,3
1720,1737482,4
1722,1040849,1
1722,1838425,2
1722,3298893,3
1722,3060520,4
1725,1639373,1
1725,603284,2
1725,2094751,3
1725,2384448,4
1727,2431738,1
1727,2411110,2
1727,1297720,3
1727,3715885,4
1730,116733,1
1730,584294,2
1730,2741501,3
1730,3648708,4
1731,3641958,1
1731,2082212,2
1731,1430684,3
1731,530998,4
1734,2312401,1
1734,3810650,2
1734,2284269,3
1734,2643714,4
1736,486691,1
1736,1895347,2
1736,2860989,3
1736,1297720,4
1739,3033996,1
1739,3026426,2
1739,523026,3
1739,3850993,4
1744,2361149,1
1744,2413133,2
1744,3253244,3
1744,97183,4
1749,1060304,1
1749,3017359,2
1749,2776815,3
1749,1034374,4
1751,1040887,1
1751,3628502,2
1751,3026426,3
1751,2765453,4
1752,487944,1
1752,3235415,2
1752,1064070,3
1752,148584,4
1753,2476829,1
1753,128645,2
1753,1033437,3
1753,1475070,4
1755,328662,1
1755,3650577,2
1755,268828,3
1755,751939,4
1758,490844,1
1758,3579352,2
1758,1608852,3
1758,3508926,4
1764,1846897,1
1764,2197978,2
1764,1685521,3
1764,2874739,4
1765,2485527,1
1765,2726408,2
1765,481675,3
1765,3435477,4
1773,613386,1
1773,2913746,2
1773,3317841,3
1773,2140818,4
1774,284771,1
1774,432965,2
1774,3307015,3
1774,2905459,4
1780,1398215,1
1780,3087141,2
1780,3082961,3
1780,2476347,4
1783,2607193,1
1783,3568899,2
1783,148219,3
1783,2451534,4
1791,1882815,1
1791,752528,2
1791,3014035,3
1791,1270428,4
1792,2798681,1
1792,3563320,2
1792,3235344,3
1792,3839716,4
1793,631042,1
1793,3278139,2
1793,2495559,3
1793,3596424,4
1797,2641247,1
1797,1940383,2
1797,1484424,3
1797,3579352,4
1798,3007181,1
1798,2810417,2
1798,658918,3
1798,2454946,4
1799,281291,1
1799,1900518,2
1799,3553708,3
1799,111588,4
1800,2563248,1
1800,84680,2
1800,99457,3
1800,132421,4
1804,691328,1
1804,1780703,2
1804,2496883,3
1804,554792,4
1805,2724050,1
1805,451751,2
1805,3641958,3
1805,3907470,4
1806,3362164,1
1806,2127822,2
1806,1719219,3
1806,2605076,4
1811,737113,1
1811,3079941,2
1811,2055624,3
1811,3489936,4
1812,3092531,1
1812,659533,2
1812,1227238,3
1812,2586042,4
1814,3413531,1
1814,1419772,2
1814,3400439,3
1814,2284324,4
1819,3727941,1
1819,2595895,2
1819,99453,3
1819,1273531,4
1821,1988234,1
1821,2342455,2
1821,3563320,3
1821,3562694,4
1823,2201306,1
1823,3688385,2
1823,647626,3
1823,1075321,4
1829,431226,1
1829,1935964,2
1829,3303116,2
1829,1907368,3
1829,1413144,3
1829,396877,4
1829,2972141,4
1830,3620068,1
1830,3030258,2
1830,3435452,3
1830,2778226,4
1831,164550,1
1831,12760,2
1831,2650596,3
1831,691697,4
1835,817635,1
1835,832213,2
1835,1782319,3
1835,3649029,4
1836,3375959,1
1836,954110,2
1836,3163426,3
1836,514910,4
1837,486531,1
1837,1561141,2
1837,3917322,3
1837,1297720,4
1840,2873867,1
1840,584294,2
1840,2197978,3
1840,678696,4
1841,2409962,1
1841,3381076,2
1841,1574598,3
1841,1165943,4
1842,2697317,1
1842,1948130,2
1842,86523,3
1842,3585949,4
1844,2492210,1
1844,111027,2
1844,2501606,3
1844,1372573,4
1845,589352,1
1845,2899572,2
1845,3798671,3
1845,3487995,4
1846,2986974,1
1846,1288095,1
1846,933034,2
1846,150824,2
1846,2818441,3
1846,172312,4
1847,3932673,1
1847,282876,2
1847,3486050,3
1847,1605876,4
1848,1287721,1
1848,772176,2
1848,2300422,3
1848,1605876,4
1851,2608493,1
1851,150828,2
1851,2196040,3
1851,89493,4
1852,1798351,1
1852,3487002,2
1852,3268055,3
1852,483706,4
1853,2992174,1
1853,1798351,2
1853,3930993,3
1853,3908057,4
1854,486101,1
1854,722712,2
1854,1491837,3
1854,289106,4
